URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-type,2.2.0,active,,FRCoreValueSetOrganizationType,FR Core ValueSet Organization type,"Types de structures","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","hl7.fhir.fr.core"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-organization-types,1.2.0-snapshot-2,draft,,AsVsOrganizationTypes,AS ValueSet OrganizationTypes,"ValueSet définissant les types d'organisation","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-ext-organization-types,StructureDefinition/as-dp-organization","Internal"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-type-etablissement,1.2.0-snapshot-2,draft,,AsVsTypeEtablissement,AS ValueSet type Etablissement,"ValueSet définissant les types d'établissement.","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","Internal"
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-type-systeme-information,1.2.0-snapshot-2,draft,,AsVsTypeSystemeInformationVS,AS ValueSet type de système d'information,"ValueSet définissant les types de systèmes d'information pouvant alimenter l'annuaire santé.","StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-ext-data-trace,StructureDefinition/as-dp-healthcareservice-healthcare-activity","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J100-FinessStatutJuridique-RASS/FHIR/JDV-J100-FinessStatutJuridique-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.168",JDV_J100_FinessStatutJuridique_RASS,,"Statut juridique FINESS dans le RASS","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J101-SecteurActivite-RASS/FHIR/JDV-J101-SecteurActivite-RASS,20260223120000,active,"1.2.250.1.213.1.6.1.169",JDV_J101_SecteurActivite_RASS,,"Secteurs d'activité des établissements avec la même activité dans le RASS","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J103-TypeVoie-RASS/FHIR/JDV-J103-TypeVoie-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.171",JDV_J103_TypeVoie_RASS,,"Type de voie du professionnel du RASS","StructureDefinition/as-address-extended","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J106-EnsembleProfession-RASS/FHIR/JDV-J106-EnsembleProfession-RASS,20260330120000,active,"1.2.250.1.213.1.6.1.174",JDV_J106_EnsembleProfession_RASS,,"Ensemble des professions du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-practitioner-authorization,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J108-EnsembleFonction-RASS/FHIR/JDV-J108-EnsembleFonction-RASS,20260505120000,active,"1.2.250.1.213.1.6.1.176",JDV_J108_EnsembleFonction_RASS,,"Ensemble des fonctions et rôles du RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J111-StatutEtatCivil-ENREG/FHIR/JDV-J111-StatutEtatCivil-ENREG,20250131120000,active,"1.2.250.1.213.1.6.1.182",JDV_J111_StatutEtatCivil_ENREG,,"Statut de l'état civil pour ENREG","StructureDefinition/as-ext-person-statut-etat-civil","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J128-TypeCarte-RASS/FHIR/JDV-J128-TypeCarte-RASS,20201127120000,active,"1.2.250.1.213.1.6.1.214",JDV_J128_TypeCarte_RASS,,"Type de carte dans le RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-smartcard,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J129-CategorieEtablissement-RASS/FHIR/JDV-J129-CategorieEtablissement-RASS,20260223120000,retired,"1.2.250.1.213.1.6.1.215",JDV_J129_CategorieEtablissement_RASS,,"Catégorie d'établissement du RASS","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J130-CNAMAmeliSecteurConventionnement-RASS/FHIR/JDV-J130-CNAMAmeliSecteurConventionnement-RASS,20201127120000,active,"1.2.250.1.213.1.6.1.216",JDV_J130_CNAMAmeliSecteurConventionnement_RASS,,"Secteur de conventionnement du professionnel libéral","StructureDefinition/as-ext-practitionerrole-contracted","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J132-ModaliteActivite-RASS/FHIR/JDV-J132-ModaliteActivite-RASS,20220325120000,active,"1.2.250.1.213.1.6.1.218",JDV_J132_ModaliteActivite_RASS,,"Mode d'application ou type de soins encadrant une activité dans le RASS","StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J133-ActiviteSanitaireRegulee-RASS/FHIR/JDV-J133-ActiviteSanitaireRegulee-RASS,20201127120000,active,"1.2.250.1.213.1.6.1.219",JDV_J133_ActiviteSanitaireRegulee_RASS,,"Activités sanitaires soumises à une régulation de la part de l'ARS dans le RASS","StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J134-FormeActivite-RASS/FHIR/JDV-J134-FormeActivite-RASS,20240628120000,active,"1.2.250.1.213.1.6.1.220",JDV_J134_FormeActivite_RASS,,"Type d'organisation de prise en charge du RASS","StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J135-EquipementMaterielLourd-RASS/FHIR/JDV-J135-EquipementMaterielLourd-RASS,20201127120000,active,"1.2.250.1.213.1.6.1.221",JDV_J135_EquipementMaterielLourd_RASS,,"Equipements Matériels Lourds dans le RASS","StructureDefinition/as-device,StructureDefinition/as-dp-device,StructureDefinition/as-dr-device","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J138-TypeActivite-RASS/FHIR/JDV-J138-TypeActivite-RASS,20240223120000,active,"1.2.250.1.213.1.6.1.224",JDV_J138_TypeActivite_RASS,,"Type d'activité dans le RASS","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J139-TypeBAL-RASS/FHIR/JDV-J139-TypeBAL-RASS,20231124120000,active,"1.2.250.1.213.1.6.1.225",JDV_J139_TypeBAL_RASS,,"Type de boîte aux lettres dans le RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-mailbox-mss,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole,StructureDefinition/as-dp-organization,StructureDefinition/as-ext-mailbox-mss-metadata,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J162-ESPIC-RASS/FHIR/JDV-J162-ESPIC-RASS,20210528120000,active,"1.2.250.1.213.1.6.1.226",JDV_J162_ESPIC_RASS,,"Etablissement de santé privée d'intérêt collectif dans le RASS","StructureDefinition/as-organization,StructureDefinition/as-dr-organization,StructureDefinition/as-dp-organization","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J256-Pays/FHIR/JDV-J256-Pays,20250328120000,active,"1.2.250.1.213.1.1.5.762",JDV_J256_Pays,,"Tous les codes actifs de la nomenclature du COG INSEE pays auquel on ajoute le code applicatif ""non renseigné""","StructureDefinition/as-address-extended","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J258-Departement/FHIR/JDV-J258-Departement,20240628120000,active,"1.2.250.1.213.1.1.5.764",JDV_J258_Departement,,"Tous les codes actifs des départements et collectivités d'outre-mer actives + Monaco du COG INSEE","StructureDefinition/as-address-extended","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J259-ModeFixationTarifaire-RASS/FHIR/JDV-J259-ModeFixationTarifaire-RASS,20251222120000,active,"1.2.250.1.213.1.6.1.283",JDV_J259_ModeFixationTarifaire_RASS,,"Mode de fixation tarifaire du RASS","StructureDefinition/as-ext-organization-pricing-model","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J260-TypeFermeture-RASS/FHIR/JDV-J260-TypeFermeture-RASS,20240927120000,active,"1.2.250.1.213.1.6.1.284",JDV_J260_TypeFermeture_RASS,,"Type de fermeture, codes provenant du FINESS pour les EJ et EG pour le RASS","StructureDefinition/as-ext-organization-closing-type","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J73-MetierPharmacien-RASS/FHIR/JDV-J73-MetierPharmacien-RASS,20210528120000,active,"1.2.250.1.213.1.6.1.141",JDV_J73_MetierPharmacien_RASS,,"Ensemble des sections et sous-sections du tableau du CNOP dans le RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J75-TypeAutorisation-RASS/FHIR/JDV-J75-TypeAutorisation-RASS,20250523120000,active,"1.2.250.1.213.1.6.1.143",JDV_J75_TypeAutorisation_RASS,,"Type d'autorisation d'exercice pour accès à l'exercice de la profession du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-practitioner-authorization,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J76-DisciplineAutorisation-RASS/FHIR/JDV-J76-DisciplineAutorisation-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.144",JDV_J76_DisciplineAutorisation_RASS,,"Discipline à laquelle l'autorisation d'exercice est restreinte dans le RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-practitioner-authorization,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J82-Langue-RASS/FHIR/JDV-J82-Langue-RASS,20240927120000,active,"1.2.250.1.213.1.6.1.150",JDV_J82_Langue_RASS,,"Langues (codes ISO-639) des professionnels du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J83-AutoriteEnregistrement-RASS/FHIR/JDV-J83-AutoriteEnregistrement-RASS,20240628120000,active,"1.2.250.1.213.1.6.1.151",JDV_J83_AutoriteEnregistrement_RASS,,"Autorités d'enregistrement des acteurs de santé du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-healthcareservice-healthcare-activity,StructureDefinition/as-ext-data-trace,StructureDefinition/as-dr-practitioner,StructureDefinition/as-dp-healthcareservice-healthcare-activity,StructureDefinition/as-ext-registration,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J84-DepartementOM-RASS/FHIR/JDV-J84-DepartementOM-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.152",JDV_J84_DepartementOM_RASS,,"Départements (outre-mer et Monaco inclus) pour le RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-registration,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J85-StatutInscription-RASS/FHIR/JDV-J85-StatutInscription-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.153",JDV_J85_StatutInscription_RASS,,"Statut avancement dossier de référencement personne du RASS auprès d'un ordre","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-registration,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J86-NatCycleForm-RASS/FHIR/JDV-J86-NatCycleForm-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.154",JDV_J86_NatCycleForm_RASS,,"Natures du cycle de formation des professionnels du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-education-level,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J87-NiveauFormAcquis-RASS/FHIR/JDV-J87-NiveauFormAcquis-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.155",JDV_J87_NiveauFormAcquis_RASS,,"Niveau de formation acquis dans le cycle de formation des professionnels du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-education-level,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J88-AnneeUniversitaire-RASS/FHIR/JDV-J88-AnneeUniversitaire-RASS,20251016120000,active,"1.2.250.1.213.1.6.1.156",JDV_J88_AnneeUniversitaire_RASS,,"Années universitaires des professionnels du RASS","StructureDefinition/as-practitioner,StructureDefinition/as-dr-practitioner,StructureDefinition/as-ext-education-level,StructureDefinition/as-dp-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J90-AttributionParticuliere-RASS/FHIR/JDV-J90-AttributionParticuliere-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.158",JDV_J90_AttributionParticuliere_RASS,,"Attributions particulières obtenues par certains professionnels du RASS","StructureDefinition/as-dr-practitioner","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J94-GenreActivite-RASS/FHIR/JDV-J94-GenreActivite-RASS,20240329120000,active,"1.2.250.1.213.1.6.1.162",JDV_J94_GenreActivite_RASS,,"Activités des professionnels RASS nécessitant des règles de gestion spécifiques","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J95-ModeExercice-RASS/FHIR/JDV-J95-ModeExercice-RASS,20260202120000,active,"1.2.250.1.213.1.6.1.163",JDV_J95_ModeExercice_RASS,,"Modes d'exercice du professionnel du RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J96-TypeActiviteLiberale-RASS/FHIR/JDV-J96-TypeActiviteLiberale-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.164",JDV_J96_TypeActiviteLiberale_RASS,,"Types d'activité libérale des professionnels du RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J97-StatutProfessionnelSSA-RASS/FHIR/JDV-J97-StatutProfessionnelSSA-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.165",JDV_J97_StatutProfessionnelSSA_RASS,,"Statuts des professionnels du Service de Santé des Armées dans le RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://mos.esante.gouv.fr/NOS/JDV_J98-StatutHospitalier-RASS/FHIR/JDV-J98-StatutHospitalier-RASS,20260223120000,active,"1.2.250.1.213.1.6.1.166",JDV_J98_StatutHospitalier_RASS,,"Statut des professionnels intervenant dans un hôpital dans le RASS","StructureDefinition/as-practitionerrole,StructureDefinition/as-dr-practitionerrole,StructureDefinition/as-dp-practitionerrole","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j376-public-activite-smsse-regulee-rass,20260223120000,active,"1.2.250.1.213.1.6.1.390",JdvJ376PublicActiviteSmsseReguleeRass,Jdv J376 Public Activite Smsse Regulee Rass,"Ce JDV remplace le JDV_J137_Clientele_RASS","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment","ans.fr.terminologies"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j379-activite-sociale-regulee-rass,20260223120000,active,"1.2.250.1.213.1.6.1.392",JdvJ379ActiviteSocialeReguleeRass,Jdv J379 Activite Sociale Regulee Rass,"Ce JDV remplace le JDV_J136_DisciplineEquipementSocial_RASS","StructureDefinition/as-dr-healthcareservice-social-equipment,StructureDefinition/as-dp-healthcareservice-social-equipment,StructureDefinition/as-healthcareservice-social-equipment","ans.fr.terminologies"
